"","year_vector","month_vector","sharks","pollock_juv","pollock_adu","pcod_juv","pcod_adu","herring","arrowtooth_juv","arrowtooth_adu","kamchatka","gr_turbot_juv","gr_turbot_adu","halibut_juv","halibut_adu","yf_sole","fh_sole","nr_sole","ak_plaice","oth_flatfish","ak_skate","oth_skate","sablefish_juv","sablefish_adu","eelpouts","deep_demersals","pac_ocean_perch","oth_rockfish","north_rockfish","shortraker_rock","rougheye_rock","atka","shallow_demersals","lg_sculpins","octopus","squids","salmon_returning","salmon_smolts","mycto_bathy","capelin","sandlance","oth_forage","bairdi","king_crabs","opilio"
"1",1970,1,0.918060852812072,0.857795172267212,0.81849125344984,0.788296975505498,0.740222686463066,0.869074628024679,0.776578954681573,0.768352477870068,0.918060852812072,0.858241477409353,0.948579231697538,0.937965927065054,0.787973690224575,0.8210692896165,0.840848228791416,0.832966201028339,0.872772475725032,0.765271058476181,0.820319213487302,0.811443318295985,0.795080019511139,0.805455699883121,0.973867932026754,0.813882264034432,0.775310977114922,0.77900483514677,0.854340840277338,0.791668431115206,0.874757742855709,0.874757742855709,0.938295024543926,0.911567495199862,0.796943393830705,0.743496197445509,0.695322300790411,0.736815511369862,0.829463689811692,0.725929037393023,0.772778616092913,0.865611158437594,0.757599694637409,0.765406201752886,0.88413642920707
"2",1970,2,0.915200724956026,0.854412222083154,0.815263309033705,0.784669187223143,0.736816138839866,0.866367111910705,0.772822564462912,0.764635879944055,0.915200724956026,0.85500265426815,0.944999492838774,0.933652662694727,0.784350169641651,0.817999503753572,0.83770449410513,0.829308158824701,0.870138720705643,0.762265593311267,0.81725223198343,0.808950323433946,0.791544505225004,0.801874047641959,0.970998665117294,0.81131829908053,0.772412270870493,0.775916963293808,0.852646035838172,0.788708568179523,0.871487228434497,0.871487228434497,0.936433675422036,0.90892248603853,0.794460595448216,0.740625874071008,0.69195930901581,0.733251833775573,0.827019875163413,0.723214958660984,0.770356945629344,0.862973900520532,0.754246166276836,0.762018117751394,0.881704737502894
"3",1970,3,0.931033466452406,0.873116419357758,0.833110485570733,0.804780835516745,0.755701278313532,0.881355044229604,0.793690773264693,0.785283027082021,0.931033466452406,0.87295415367548,0.96484055151963,0.957569488358252,0.804442402027443,0.835011110423316,0.855125897533617,0.849570790002489,0.884709658176162,0.778935314042045,0.834248297942733,0.822747293665933,0.811162182918648,0.821747733219583,0.986864515203021,0.825514237664342,0.788475818193733,0.793046318887611,0.862002742957991,0.805111023043321,0.889611197800986,0.889611197800986,0.946709845450138,0.923543181216964,0.808204563185345,0.756541425550591,0.710626511681654,0.753032997794681,0.840533151575255,0.738255369269989,0.783763868831163,0.877566961048438,0.772831645300342,0.780795106453782,0.895027149126067
"4",1970,4,0.915914986890069,0.85525721039316,0.8160695802315,0.785574932288724,0.73766664704493,0.86704326199677,0.773760095917189,0.765563479915226,0.915914986890069,0.855811319522043,0.945893277496622,0.934729512105628,0.785254817646061,0.818765986137932,0.838489440471337,0.830221581674141,0.870796514733265,0.763015907733601,0.818018014158749,0.809572926507019,0.792427084348977,0.802768144297084,0.971715338895534,0.811958580272565,0.773136037078626,0.776687831468604,0.853069469673357,0.789447604353909,0.872303829918635,0.872303829918635,0.936898719163418,0.909583183352148,0.795080626601987,0.741342484562247,0.692798768775587,0.734141388118174,0.827630281212263,0.723892625974199,0.770961701309885,0.863632549081984,0.755083480689403,0.762864060072559,0.882313029102804
"5",1970,5,0.91234880315959,0.851037280958201,0.812043006703975,0.781054217158936,0.733421627715813,0.863667363994431,0.769082853657292,0.760935784742282,0.91234880315959,0.85177491815076,0.941432008014342,0.929355037352262,0.78073978721454,0.814939991280508,0.834571280286912,0.825661721782337,0.867511839229202,0.759271332449834,0.814195514484313,0.806464210130591,0.788022835855534,0.798306420991641,0.968136255941498,0.808761900169017,0.769523265478397,0.772840805503269,0.850954082240116,0.785758610764042,0.868227659164251,0.868227659164251,0.934575457287106,0.906283398602119,0.791984920520537,0.737765887947223,0.688610044138255,0.729702702227997,0.824581901390352,0.72050996290417,0.767942328882167,0.860343741046795,0.750904023541788,0.758641536695915,0.879269174189179
"6",1970,6,0.913773739439466,0.852723747818027,0.813652200155545,0.782860100394503,0.73511737916686,0.865016268006184,0.77095062798086,0.76278377330927,0.913773739439466,0.853387402128331,0.943214220658253,0.931501895988126,0.782543336866909,0.816468464865531,0.836136573646406,0.827483489213403,0.868824421307817,0.760767064686262,0.815722591754111,0.807706407382003,0.789781942304964,0.800088483528272,0.969566603373687,0.810039155037246,0.770966557005294,0.77437742269155,0.851799702697901,0.787232352749474,0.869856077277263,0.869856077277263,0.935504174996462,0.907602201811843,0.793221868541355,0.739194590828431,0.690282962776498,0.731475451930569,0.825800158219435,0.721861326756513,0.769148756580258,0.861657934181036,0.752573672150665,0.760328389804527,0.880487430680848
"7",1970,7,0.915200724956026,0.854412222083154,0.815263309033705,0.784669187223143,0.736816138839866,0.866367111910705,0.772822564462912,0.764635879944055,0.915200724956026,0.85500265426815,0.944999492838774,0.933652662694727,0.784350169641651,0.817999503753572,0.83770449410513,0.829308158824701,0.870138720705643,0.762265593311267,0.81725223198343,0.808950323433946,0.791544505225004,0.801874047641959,0.970998665117294,0.81131829908053,0.772412270870493,0.775916963293808,0.852646035838172,0.788708568179523,0.871487228434497,0.871487228434497,0.936433675422036,0.90892248603853,0.794460595448216,0.740625874071008,0.69195930901581,0.733251833775573,0.827019875163413,0.723214958660984,0.770356945629344,0.862973900520532,0.754246166276836,0.762018117751394,0.881704737502894
"8",1970,8,0.918060852812072,0.857795172267212,0.81849125344984,0.788296975505498,0.740222686463066,0.869074628024679,0.776578954681573,0.768352477870068,0.918060852812072,0.858241477409353,0.948579231697538,0.937965927065054,0.787973690224575,0.8210692896165,0.840848228791416,0.832966201028339,0.872772475725032,0.765271058476181,0.820319213487302,0.811443318295985,0.795080019511139,0.805455699883121,0.973867932026754,0.813882264034432,0.775310977114922,0.77900483514677,0.854340840277338,0.791668431115206,0.874757742855709,0.874757742855709,0.938295024543926,0.911567495199862,0.796943393830705,0.743496197445509,0.695322300790411,0.736815511369862,0.829463689811692,0.725929037393023,0.772778616092913,0.865611158437594,0.757599694637409,0.765406201752886,0.88413642920707
"9",1970,9,0.919493999706611,0.859489637758135,0.820108079037616,0.79011567880934,0.741930476150558,0.870431304546132,0.778463423824715,0.770216984404624,0.919493999706611,0.859865055595814,0.950373706317157,0.940128428012837,0.789790380791652,0.822608042673435,0.842424049247539,0.834799571748797,0.874091933464317,0.766778004404846,0.821856560838348,0.812692400277997,0.79685298038518,0.80725179764262,0.975305137403839,0.815167089618466,0.776763975237247,0.780553176618519,0.855189311622548,0.793152084485103,0.876397112599431,0.876397112599431,0.939226873291107,0.912892218921164,0.798187469260447,0.74493524548744,0.69700895454585,0.738602815829829,0.830687787695902,0.727289489597889,0.773992101664273,0.866932452815794,0.759280730593127,0.767104559546565,0.885350777351357
"10",1970,10,0.921647580159859,0.862035059099614,0.822536869932812,0.792849747706575,0.744497807863062,0.872469973470524,0.781297991773219,0.77302152513264,0.921647580159859,0.86230564124556,0.953071185897747,0.94337951986786,0.792521583250442,0.824921005957734,0.844792730070774,0.837555062076919,0.876074348314305,0.769043703205445,0.824167411148055,0.814569258390267,0.799518939715962,0.809952547360812,0.977464160618261,0.817097888453913,0.778948036736878,0.782881210158601,0.856463355098042,0.795382225153697,0.87886131698202,0.87886131698202,0.940626114200298,0.914882076657201,0.800056933261708,0.747098686628488,0.699545394032607,0.741290616804095,0.832526672931703,0.729334441506005,0.775815648792359,0.86891773007961,0.761807626577919,0.769657493334203,0.887170375346484
