"","arrowtooth_flounder_juvenile","arrowtooth_flounder_adult","atka_mackerel","flathead_sole_adult","octopus","pacific_cod_juvenile","pacific_cod_adult","pacific_ocean_perch_adult","walleye_pollock_juvenile","walleye_pollock_adult","sablefish_adult","pacific_sleeper_shark","pacific_herring_adult","pacific_halibut_juvenile","pacific_halibut_adult","squid","pacific_capelin","pacific_sandlance"
"1",1.02554245155022,1.01204272652671,0.92214068051401,0.955586128647008,0.953565272425023,0.99603887554328,0.995606759959172,0.942351351974314,0.948449300054934,0.963011704101113,0.999683256796067,0.935132037865347,0.948193654056479,0.999167948075256,0.9993538198125,0.983155281259493,0.942554234894803,0.977993565313491
"2",1.04008767384467,1.02639648283056,0.910965514012206,0.944005646058936,0.943305255054538,1.00194282890199,1.00150815198185,0.93093125796475,0.943844171832819,0.958335869160304,1.00527189034731,0.925057029596935,0.937856126665294,1.00563421226681,1.00582128690069,0.976829572688351,0.931131682203538,0.968340223118912
"3",1.04112893581666,1.02742403815367,0.910185966002238,0.94319782434509,0.942588689735832,1.0024020724453,1.00196719628968,0.930134624504536,0.943579171101658,0.958066799632087,1.00567968262921,0.924353394541729,0.937134241410986,1.00612815438271,1.00631532090292,0.976385658422959,0.930334877232643,0.967665466923339
"4",1.03287397889933,1.01927774533726,0.916439123459183,0.949677779792638,0.94833347291374,0.998891485496774,0.998458132353323,0.936524833187636,0.94590822200158,0.960431610567096,1.00247392434317,0.929994548050779,0.942922019817443,1.00232228541221,1.00250874393986,0.979936692848434,0.936726461691558,0.973072987803283
"5",1.01591020545459,1.00253727447403,0.929864442355896,0.963590026352686,0.960643349949453,0.992713402830681,0.992282729949883,0.950244396460727,0.952562115384058,0.967187667221676,0.996109805782056,0.942082623075268,0.955326636158054,0.995387818970519,0.995572987503498,0.987487216306151,0.950448978709088,0.98464453577222
"6",0.998596824632951,0.985451798289553,0.944515304946004,0.978772266285987,0.974040684952863,0.988150759638792,0.987722066187991,0.965216363820071,0.962658605816797,0.977439178247631,0.990010973972668,0.955238944901853,0.968831003576683,0.989834920241756,0.990019055788303,0.9956196368573,0.965424169448392,0.997214951969216
"7",0.987291388196575,0.974295180932222,0.954715648469825,0.989342569694968,0.983346625691885,0.986361996196545,0.985934078772241,0.975640269535755,0.971638483101557,0.986556931749178,0.986311842584298,0.964377702049193,0.978213617911359,0.98727507435973,0.987458733707054,1.00122024425271,0.975850319372067,1.00593276626402
"8",0.977725482719711,0.964855196223771,0.963818961723879,0.998776054253369,0.991637080360395,0.985755789876141,0.985328135444783,0.984943101233432,0.981148120971907,0.996212579732027,0.983404460633319,0.97251936870565,0.98657394158061,0.985938119353306,0.986121529991541,1.00617878748077,0.985155153916835,1.01369013341455
"9",0.965679464414379,0.952967745644724,0.97602406319693,1.01142382689027,1.00273108763962,0.986447196451792,0.986019242064716,0.997415703426519,0.996338112096648,1.01163579659504,0.980107816949898,0.983414491646165,0.997763694488125,0.985608791403398,0.985792140777899,1.01277179512075,0.997630441390686,1.02405774556825
"10",0.965881614229901,0.953167234461747,0.975811485904255,1.0112035395562,1.00253806871334,0.986420156449129,0.985992213792927,0.997198467051003,0.996047985693727,1.01134121561779,0.980159228501874,0.983224930897096,0.997568988030436,0.985599772422471,0.985783120119203,1.01265748058678,0.997413158245406,1.02387748973599
"11",0.970171996105462,0.957401139908196,0.971365251786401,1.00659604339263,0.998499243078706,0.985977185577992,0.985549435097639,0.992654784269523,0.990192469310032,1.00539579416961,0.981283656439587,0.979258482960584,0.993495027122147,0.985532240056274,0.985715575190195,1.01026236499577,0.992868497234701,1.02010471799945
