,"Group name","Trophic level","Hab area (proportion)","Biomass in habitat area (t/km^2)","Biomass (t/km^2)","Total mortality (/year)","Production / biomass (/year)","Consumption / biomass (/year)","Ecotrophic Efficiency","Production / consumption (/year)","Biomass accumulation (t/km^2)","BA rate (/year)"
43,"red porgy",3.67648101,1.00000000,0.050000001,0.050000001,,0.70480001,6.06279993,0.04946915,0.11624990,,
44,hogfish,3.74528909,1.00000000,0.0064550000,0.0064550000,,0.54589999,4.59019995,0.36880690,0.11892730,0.0010305300,0.15964830
45,"black sea bass",3.64997196,1.00000000,0.039999999,0.039999999,,0.59299999,4.67500019,0.12541430,0.12684490,,
46,"reef carnivores",3.83182502,1.00000000,1.35000002,1.35000002,,0.96880001,6.00000000,0.17192920,0.16146670,,
47,"reef crustacean eaters",3.70261192,1.00000000,1.27900004,1.27900004,,1.36329997,7.87500000,0.38125610,0.17311750,,
48,"reef invertivores",3.41953111,1.00000000,0.81699997,0.81699997,,1.08440006,8.03269958,0.90091139,0.13499820,,
49,"medium reef omnivores",3.07004905,1.00000000,0.54100001,0.54100001,,1.28950000,10.6845999,0.48177689,0.12068770,,
50,"small reef omnivores",3.39658189,1.00000000,0.50800002,0.50800002,,1.84870005,13.5340004,0.58242619,0.13659669,,
51,"reef planktivores",3.06277895,1.00000000,0.41000000,0.41000000,,1.87129998,15.7995996,0.77227181,0.11843970,,
52,"coastal piscivores",3.88884997,1.00000000,0.49285501,0.49285501,,0.48840001,4.68109989,0.86891222,0.10433450,,
53,"offshore demersal carnivores",3.87527490,1.00000000,0.76679999,0.76679999,,1.06669998,8.56330013,0.61012822,0.12456650,,
54,"nearshore demersal carnivores",3.80364108,1.00000000,1.70916903,1.70916903,,1.41050005,7.27129984,0.96037000,0.19398180,,
55,"demersal omnivores",3.26775694,1.00000000,2.96282506,2.96282506,,1.84689999,12.4731998,0.89999998,0.14806950,,
56,"sardine herring scad",3.34612608,1.00000000,3.12472510,3.12472510,,1.74240005,13.3787003,0.80000001,0.13023689,,
57,"nearshore small pelagics",3.30875206,1.00000000,2.20311689,2.20311689,,1.89870000,14.1048403,0.80000001,0.13461339,,
58,"offshore small pelagics",3.37073302,1.00000000,0.88436890,0.88436890,,1.71309996,15.6208000,0.80000007,0.10966790,,
59,mullet,2.10238695,1.00000000,0.65086782,0.65086782,,1.00880003,8.91810036,0.80000007,0.11311830,,
60,squid,3.27080703,1.00000000,0.65298849,0.65298849,,2.67300010,16.6439991,0.89999998,0.16059840,,
61,shrimp,2.85193706,1.00000000,1.35824299,1.35824299,,3.66000009,19.2000008,0.89999992,0.19062500,,
62,"large crabs",3.06503010,1.00000000,8.03273678,8.03273678,,1.69000006,9.35000038,0.89999992,0.18074870,,
63,stomatopods,3.20407295,1.00000000,1.78100002,1.78100002,,2.00000000,11.1479998,0.66519600,0.17940439,,
64,echinoderms,2.55075407,1.00000000,2.98099995,2.98099995,,1.20000005,9.88599968,0.79742318,0.12138380,,
65,gastropods,2.43408990,1.00000000,4.09299994,4.09299994,,3.00000000,12.0000000,0.96839517,0.25000000,,
66,bivalves,2.00000000,1.00000000,20.9540005,20.9540005,,4.34980011,16.8999996,0.64962113,0.25738460,,
67,"sessile epibenthos",2.10909796,1.00000000,28.9930000,28.9930000,,1.62070000,9.00000000,0.10211350,0.18007781,,
68,"mobile epifauna",2.33626604,1.00000000,25.2759991,25.2759991,,7.01000023,27.1399994,0.72372711,0.25829041,,
69,"small infauna",2.29230189,1.00000000,5.41099977,5.41099977,,15.0000000,50.0000000,0.60150892,0.30000001,,
70,meiobenthos,2.16016006,1.00000000,17.3028908,17.3028908,,6.20300007,25.0000000,0.73340952,0.24811999,,
71,"carnivorous zooplankton",3.03474402,1.00000000,4.54110003,4.54110003,,8.69999981,29.0000000,0.84061658,0.30000001,,
72,"herbivorous zooplankton",2.11111093,1.00000000,13.1819296,13.1819296,,17.2999992,57.6699982,0.61188132,0.29998270,,
73,"omnivorous zooplankton",2.28426600,1.00000000,10.3305902,10.3305902,,15.0500002,43.0000000,0.68449068,0.34999999,,
74,ichthyoplankton,2.66419005,1.00000000,0.42576799,0.42576799,,46.2454987,132.130005,0.67114449,0.34999999,,
75,jellyfish,2.80244899,1.00000000,1.95897698,1.95897698,,40.1500015,105.000000,0.06500889,0.38238099,,
76,microbes,2.00000000,1.00000000,7.84182787,7.84182787,,90.0000000,225.000000,0.75000012,0.40000001,,
77,anthozoans,1.62842703,1.00000000,0.50099999,0.50099999,,1.62100005,9.00000000,0.44446471,0.18011110,,
78,macroalgae,1.00000000,1.00000000,36.0499992,36.0499992,,4.00000000,,0.88402069,,,
79,microphytobenthos,1.00000000,1.00000000,29.7800007,29.7800007,,53.7299995,,0.23898800,,,
80,phytoplankton,1.00000000,1.00000000,16.9830399,16.9830399,,183.309998,,0.43520239,,,
81,seagrass,1.00000000,1.00000000,175.619995,175.619995,,9.00000000,,0.02997158,,,
82,"water column detritus",1.00000000,1.00000000,125.000000,125.000000,,,,0.21917610,,,
83,"sediment detritus",1.00000000,1.00000000,350.000000,350.000000,,,,0.34897840,,2201.04711914,6.28870487
