Year,Group,Type,Stdev,SE,Value,Scale,CV,Species,Loc,n,Source
1990,arrowtooth_flounder_adult,NA,214507.8678,NA,1577606.441,4.2595E-06,0.135970456,,,,race_wgoa
1990,arrowtooth_flounder_juvenile,NA,76.19957213,NA,564.803992,4.2595E-06,0.134913303,,,,race_wgoa
1990,atka_mackerel,NA,29770.12306,NA,30255.6385,4.2595E-06,0.983952894,,,,race_wgoa
1990,big_skate,NA,3284.067759,NA,10815.29835,4.2595E-06,0.303650223,,,,race_wgoa
1990,deep_water_flatfish,NA,12077.58496,NA,72757.81463,4.2595E-06,0.165997083,,,,race_wgoa
1990,demersal_shelf_rockfish,NA,320.6631138,NA,758.9373754,4.2595E-06,0.422515907,,,,race_wgoa
1990,flathead_sole_adult,NA,26386.47525,NA,200085.3318,4.2595E-06,0.13187611,,,,race_wgoa
1990,flathead_sole_juvenile,NA,199.4736639,NA,874.1297716,4.2595E-06,0.228196854,,,,race_wgoa
1990,gelatinous_carnivores,NA,5851.226388,NA,49177.7236,4.2595E-06,0.118981237,,,,race_wgoa
1990,infauna,NA,204.9599293,NA,604.7369577,4.2595E-06,0.3389241,,,,race_wgoa
1990,king_crab,NA,507.8858191,NA,686.7970696,4.2595E-06,0.739499106,,,,race_wgoa
1990,large_sculpins,NA,4745.246821,NA,25470.09196,4.2595E-06,0.186306623,,,,race_wgoa
1990,lingcod,NA,379.1404421,NA,843.4866574,4.2595E-06,0.449491926,,,,race_wgoa
1990,longnose_skate,NA,2615.467937,NA,9752.923215,4.2595E-06,0.268172719,,,,race_wgoa
1990,miscellaneous_deep_sea_fish,NA,77.04211365,NA,126.465947,4.2595E-06,0.609192557,,,,race_wgoa
1990,motile_epifauna,NA,4519.702381,NA,15149.43865,4.2595E-06,0.298341245,,,,race_wgoa
1990,nonpandalid_shrimp,NA,117.0673855,NA,246.8693473,4.2595E-06,0.474207862,,,,race_wgoa
1990,octopus,NA,392.1124672,NA,976.7802205,4.2595E-06,0.401433669,,,,race_wgoa
1990,other_gelatinous_zooplankton,NA,511.1005135,NA,541.5492358,4.2595E-06,0.943774785,,,,race_wgoa
1990,other_skates,NA,3406.571658,NA,13311.85927,4.2595E-06,0.255905023,,,,race_wgoa
1990,pacific_capelin,NA,50.66876823,NA,136.1272656,4.2595E-06,0.372216161,,,,race_wgoa
1990,pacific_cod_adult,NA,67600.37758,NA,348045.8931,4.2595E-06,0.194228344,,,,race_wgoa
1990,pacific_cod_juvenile,NA,694.4660455,NA,2426.488184,4.2595E-06,0.286202113,,,,race_wgoa
1990,pacific_dogfish,NA,7132.492713,NA,15696.24717,4.2595E-06,0.454407518,,,,race_wgoa
1990,pacific_halibut_adult,NA,27380.99076,NA,301271.7477,4.2595E-06,0.090884695,,,,race_wgoa
1990,pacific_halibut_juvenile,NA,199.4092347,NA,550.9005653,4.2595E-06,0.361969559,,,,race_wgoa
1990,pacific_herring_adult,NA,6804.783278,NA,9529.910416,4.2595E-06,0.714044832,,,,race_wgoa
1990,pacific_ocean_perch_adult,NA,15045.18223,NA,50397.58893,4.2595E-06,0.298529802,,,,race_wgoa
1990,pacific_ocean_perch_juvenile,NA,99.09936737,NA,302.2851728,4.2595E-06,0.327834033,,,,race_wgoa
1990,pacific_sandlance,NA,43.84305814,NA,62.47224678,4.2595E-06,0.701800566,,,,race_wgoa
1990,pacific_sleeper_shark,NA,1075.335029,NA,1478.475958,4.2595E-06,0.727326693,,,,race_wgoa
1990,pandalid_shrimp,NA,1156.122353,NA,7657.534356,4.2595E-06,0.150978409,,,,race_wgoa
1990,pelagic_shelf_rockfish,NA,7878.483577,NA,20195.99322,4.2595E-06,0.390101318,,,,race_wgoa
1990,rex_sole_adult,NA,9544.517628,NA,71865.39146,4.2595E-06,0.132811043,,,,race_wgoa
1990,rex_sole_juvenile,NA,3.096288106,NA,10.91542972,4.2595E-06,0.283661586,,,,race_wgoa
1990,sablefish_adult,NA,33865.62234,NA,164712.1397,4.2595E-06,0.205604896,,,,race_wgoa
1990,sablefish_juvenile,NA,4.212218284,NA,4.212218284,4.2595E-06,1,,,,race_wgoa
1990,salmon_returning,NA,413.994779,NA,1400.501313,4.2595E-06,0.295604706,,,,race_wgoa
